Date,Transaction Type,Amount,Category,Balance,Description
2018-06-27,Withdrawal,761,Insurance,16612,Withdrawal for Insurance
2018-06-28,Withdrawal,2290,Inventory,5242,Withdrawal for Inventory
2018-07-01,Deposit,2124,Donations,22482,Deposit for Donations
2018-07-01,Withdrawal,1911,Travel,20571,Withdrawal for Travel
2018-07-02,Withdrawal,1245,Rent,19823,Withdrawal for Rent
2018-07-02,Deposit,2532,Sales,23103,Deposit for Sales
2018-07-02,Withdrawal,2612,Rent,19020,Withdrawal for Rent
2018-07-03,Withdrawal,2420,Office Supplies,22192,Withdrawal for Office Supplies
2018-07-03,Deposit,715,Sales,19238,Deposit for Sales
2018-07-06,Withdrawal,2836,Taxes,16316,Withdrawal for Taxes
2018-07-07,Deposit,2295,Donations,7243,Deposit for Donations
2018-07-08,Deposit,2394,Donations,21632,Deposit for Donations
2018-07-09,Deposit,716,Sales,7765,Deposit for Sales
2018-07-11,Deposit,3564,Sales,7049,Deposit for Sales
2018-07-11,Withdrawal,2054,Memberships,6421,Withdrawal for Memberships
2018-07-13,Withdrawal,2936,Loan Payments,3485,Withdrawal for Loan Payments
2018-07-15,Deposit,957,Donations,18523,Deposit for Donations
2018-07-16,Deposit,4699,Sponsorship,21015,Deposit for Sponsorship
2018-07-17,Withdrawal,671,Payroll,19152,Withdrawal for Payroll
2018-07-17,Withdrawal,980,Payroll,4948,Withdrawal for Payroll
2018-07-17,Deposit,4043,Sponsorship,17566,Deposit for Sponsorship
2018-07-17,Deposit,4697,Sales,13523,Deposit for Sales
2018-07-18,Deposit,3997,Donations,28080,Deposit for Donations
2018-07-19,Deposit,3068,Donations,24083,Deposit for Donations
2018-07-20,Withdrawal,1887,Professional Services,5356,Withdrawal for Professional Services
2018-07-21,Withdrawal,1837,Loan Payments,5928,Withdrawal for Loan Payments
2018-07-22,Deposit,2048,Sponsorship,21068,Deposit for Sponsorship
2018-07-22,Deposit,3475,Sales,8475,Deposit for Sales
2018-07-24,Withdrawal,2248,Inventory,25832,Withdrawal for Inventory
2018-07-25,Withdrawal,1220,Insurance,24612,Withdrawal for Insurance
2018-07-25,Deposit,3470,Donations,8826,Deposit for Donations
2018-07-26,Withdrawal,1834,Travel,20358,Withdrawal for Travel
2018-08-01,Withdrawal,2254,Maintenance,14324,Withdrawal for Maintenance
2018-08-02,Withdrawal,165,Maintenance,19605,Withdrawal for Maintenance
2018-08-03,Deposit,4764,Sales,33420,Deposit for Sales
2018-08-04,Withdrawal,1113,Travel,23974,Withdrawal for Travel
2018-08-04,Deposit,4491,Sponsorship,23455,Deposit for Sponsorship
2018-08-05,Withdrawal,2041,Utilities,12283,Withdrawal for Utilities
2018-08-05,Withdrawal,1045,Insurance,22176,Withdrawal for Insurance
2018-08-07,Deposit,2042,Donations,23177,Deposit for Donations
2018-08-08,Deposit,4988,Sales,28656,Deposit for Sales
2018-08-11,Deposit,3445,Sponsorship,15728,Deposit for Sponsorship
2018-08-12,Deposit,2035,Sponsorship,21640,Deposit for Sponsorship
2018-08-13,Withdrawal,1613,Maintenance,16258,Withdrawal for Maintenance
2018-08-16,Withdrawal,1041,Inventory,21135,Withdrawal for Inventory
2018-08-16,Deposit,4434,Sponsorship,19882,Deposit for Sponsorship
2018-08-17,Withdrawal,306,Professional Services,23668,Withdrawal for Professional Services
2018-08-18,Deposit,4512,Donations,20240,Deposit for Donations
2018-08-20,Withdrawal,1276,Memberships,18964,Withdrawal for Memberships
2018-08-20,Deposit,2670,Sponsorship,7670,Deposit for Sponsorship
2018-08-20,Withdrawal,1701,Office Supplies,18181,Withdrawal for Office Supplies
2018-08-21,Deposit,3242,Sales,15448,Deposit for Sales
2018-08-22,Withdrawal,2382,Payroll,19258,Withdrawal for Payroll
2018-08-22,Deposit,1710,Donations,35130,Deposit for Donations
2018-08-23,Deposit,1589,Donations,19770,Deposit for Donations
2018-08-24,Withdrawal,997,Loan Payments,25052,Withdrawal for Loan Payments
2018-08-24,Deposit,4536,Sponsorship,12206,Deposit for Sponsorship
2018-08-26,Withdrawal,1387,Loan Payments,17871,Withdrawal for Loan Payments
2018-08-26,Deposit,1910,Sponsorship,25087,Deposit for Sponsorship
2018-08-27,Deposit,320,Sponsorship,16578,Deposit for Sponsorship
2018-08-28,Withdrawal,1831,Office Supplies,23221,Withdrawal for Office Supplies
2018-08-28,Deposit,2594,Sales,26049,Deposit for Sales
2018-09-02,Deposit,1805,Sales,7547,Deposit for Sales
2018-09-04,Deposit,1744,Donations,13344,Deposit for Donations
2018-09-06,Withdrawal,226,Insurance,7321,Withdrawal for Insurance
2018-09-07,Deposit,608,Sponsorship,4818,Deposit for Sponsorship
2018-09-09,Deposit,3238,Donations,20257,Deposit for Donations
2018-09-11,Deposit,3944,Sponsorship,30006,Deposit for Sponsorship
2018-09-11,Deposit,2076,Sponsorship,21622,Deposit for Sponsorship
2018-09-13,Withdrawal,676,Maintenance,29330,Withdrawal for Maintenance
2018-09-13,Withdrawal,1542,Maintenance,17019,Withdrawal for Maintenance
2018-09-13,Deposit,3701,Sponsorship,15761,Deposit for Sponsorship
2018-09-13,Deposit,3333,Sales,18870,Deposit for Sales
2018-09-15,Withdrawal,153,Loan Payments,29177,Withdrawal for Loan Payments
2018-09-15,Deposit,4759,Donations,26062,Deposit for Donations
2018-09-15,Withdrawal,224,Insurance,15537,Withdrawal for Insurance
2018-09-16,Withdrawal,309,Maintenance,18561,Withdrawal for Maintenance
2018-09-16,Withdrawal,625,Marketing,21303,Withdrawal for Marketing
2018-09-20,Withdrawal,711,Marketing,19546,Withdrawal for Marketing
2018-09-20,Deposit,615,Sales,5615,Deposit for Sales
2018-09-20,Withdrawal,1284,Utilities,12060,Withdrawal for Utilities
2018-09-20,Withdrawal,2783,Rent,34405,Withdrawal for Rent
2018-09-21,Deposit,4135,Sales,5742,Deposit for Sales
2018-09-21,Withdrawal,1665,Taxes,3153,Withdrawal for Taxes
2018-09-21,Deposit,4675,Sales,38015,Deposit for Sales
2018-09-23,Deposit,306,Sales,21928,Deposit for Sales
2018-09-24,Deposit,4966,Donations,11600,Deposit for Donations
2018-09-25,Withdrawal,827,Inventory,37188,Withdrawal for Inventory
2018-09-25,Withdrawal,687,Utilities,6634,Withdrawal for Utilities
2018-09-26,Withdrawal,1405,Memberships,4210,Withdrawal for Memberships
2018-09-26,Withdrawal,1546,Loan Payments,1607,Withdrawal for Loan Payments
2018-09-26,Deposit,4163,Donations,33340,Deposit for Donations
2018-10-01,Deposit,1415,Sponsorship,14719,Deposit for Sponsorship
2018-10-01,Withdrawal,2625,Travel,5406,Withdrawal for Travel
2018-10-01,Deposit,876,Donations,11411,Deposit for Donations
2018-10-01,Deposit,2905,Donations,15318,Deposit for Donations
2018-10-02,Deposit,4423,Sponsorship,9423,Deposit for Sponsorship
2018-10-04,Deposit,4374,Donations,19093,Deposit for Donations
2018-10-04,Deposit,671,Donations,19874,Deposit for Donations
2018-10-08,Withdrawal,2511,Inventory,7270,Withdrawal for Inventory
2018-10-08,Deposit,3193,Donations,14604,Deposit for Donations
2018-10-09,Deposit,3481,Sales,22574,Deposit for Sales
2018-10-09,Deposit,267,Donations,10535,Deposit for Donations
2018-10-10,Deposit,4172,Sponsorship,8364,Deposit for Sponsorship
2018-10-11,Deposit,770,Sales,4192,Deposit for Sales
2018-10-13,Withdrawal,1448,Travel,19203,Withdrawal for Travel
2018-10-14,Deposit,1931,Sales,9781,Deposit for Sales
2018-10-15,Withdrawal,1573,Loan Payments,7850,Withdrawal for Loan Payments
2018-10-15,Withdrawal,1222,Taxes,14913,Withdrawal for Taxes
2018-10-15,Deposit,2364,Sales,21352,Deposit for Sales
2018-10-15,Withdrawal,1923,Rent,20651,Withdrawal for Rent
2018-10-17,Withdrawal,2090,Loan Payments,16497,Withdrawal for Loan Payments
2018-10-18,Withdrawal,886,Rent,18988,Withdrawal for Rent
2018-10-21,Withdrawal,359,Professional Services,20993,Withdrawal for Professional Services
2018-10-21,Deposit,761,Sales,8031,Deposit for Sales
2018-10-22,Withdrawal,2500,Office Supplies,12413,Withdrawal for Office Supplies
2018-10-23,Withdrawal,1300,Memberships,13304,Withdrawal for Memberships
2018-10-23,Withdrawal,1036,Memberships,14282,Withdrawal for Memberships
2018-10-25,Deposit,1904,Donations,10268,Deposit for Donations
2018-10-25,Withdrawal,2406,Rent,18587,Withdrawal for Rent
2018-10-25,Withdrawal,1984,Maintenance,3422,Withdrawal for Maintenance
2018-10-26,Withdrawal,362,Rent,16135,Withdrawal for Rent
2018-11-01,Deposit,3314,Sales,21669,Deposit for Sales
2018-11-02,Withdrawal,1433,Inventory,18355,Withdrawal for Inventory
2018-11-02,Withdrawal,2758,Maintenance,15876,Withdrawal for Maintenance
2018-11-05,Deposit,3503,Sales,21563,Deposit for Sales
2018-11-07,Deposit,4804,Sponsorship,13289,Deposit for Sponsorship
2018-11-09,Withdrawal,1997,Office Supplies,20974,Withdrawal for Office Supplies
2018-11-10,Deposit,4023,Donations,24484,Deposit for Donations
2018-11-11,Withdrawal,314,Maintenance,24289,Withdrawal for Maintenance
2018-11-11,Withdrawal,1179,Marketing,19788,Withdrawal for Marketing
2018-11-11,Withdrawal,2403,Loan Payments,22763,Withdrawal for Loan Payments
2018-11-13,Deposit,119,Donations,24603,Deposit for Donations
2018-11-13,Deposit,3698,Sales,8698,Deposit for Sales
2018-11-14,Withdrawal,2796,Rent,23435,Withdrawal for Rent
2018-11-16,Deposit,1901,Sales,20967,Deposit for Sales
2018-11-17,Withdrawal,2847,Rent,20284,Withdrawal for Rent
2018-11-18,Deposit,208,Sales,22971,Deposit for Sales
2018-11-19,Deposit,2046,Donations,19997,Deposit for Donations
2018-11-19,Deposit,1362,Sales,17951,Deposit for Sales
2018-11-20,Deposit,4668,Sponsorship,26231,Deposit for Sponsorship
2018-11-21,Withdrawal,553,Taxes,25166,Withdrawal for Taxes
2018-11-21,Deposit,4585,Sales,20461,Deposit for Sales
2018-11-21,Deposit,3300,Sales,16589,Deposit for Sales
2018-11-23,Deposit,1462,Sponsorship,23131,Deposit for Sponsorship
2018-11-25,Withdrawal,966,Maintenance,19318,Withdrawal for Maintenance
2018-11-26,Withdrawal,931,Professional Services,19066,Withdrawal for Professional Services
2018-11-26,Withdrawal,652,Marketing,8485,Withdrawal for Marketing
2018-11-27,Withdrawal,2340,Payroll,18634,Withdrawal for Payroll
2018-11-28,Deposit,2284,Sponsorship,25719,Deposit for Sponsorship
2018-11-28,Deposit,439,Sales,9137,Deposit for Sales
2018-11-28,Withdrawal,1258,Payroll,18060,Withdrawal for Payroll
2018-12-02,Withdrawal,1963,Inventory,21717,Withdrawal for Inventory
2018-12-04,Withdrawal,1898,Marketing,3914,Withdrawal for Marketing
2018-12-05,Deposit,898,Sales,18119,Deposit for Sales
2018-12-07,Deposit,1207,Sales,20526,Deposit for Sales
2018-12-09,Withdrawal,496,Loan Payments,6800,Withdrawal for Loan Payments
2018-12-10,Withdrawal,2895,Maintenance,18822,Withdrawal for Maintenance
2018-12-10,Deposit,3611,Sponsorship,17221,Deposit for Sponsorship
2018-12-11,Deposit,4037,Donations,16880,Deposit for Donations
2018-12-11,Deposit,389,Sponsorship,25520,Deposit for Sponsorship
2018-12-12,Deposit,812,Donations,5812,Deposit for Donations
2018-12-12,Deposit,4882,Sales,11682,Deposit for Sales
2018-12-13,Deposit,1094,Sales,19319,Deposit for Sales
2018-12-15,Deposit,1573,Donations,26445,Deposit for Donations
2018-12-15,Deposit,1161,Donations,12843,Deposit for Donations
2018-12-16,Deposit,3854,Sponsorship,7768,Deposit for Sponsorship
2018-12-16,Deposit,4040,Sales,24566,Deposit for Sales
2018-12-17,Withdrawal,2688,Utilities,5697,Withdrawal for Utilities
2018-12-17,Withdrawal,2948,Office Supplies,15874,Withdrawal for Office Supplies
2018-12-18,Deposit,1345,Sponsorship,18225,Deposit for Sponsorship
2018-12-19,Deposit,3547,Donations,11315,Deposit for Donations
2018-12-20,Withdrawal,1840,Taxes,23680,Withdrawal for Taxes
2018-12-21,Deposit,2131,Sponsorship,20250,Deposit for Sponsorship
2018-12-22,Deposit,4622,Sponsorship,24872,Deposit for Sponsorship
2018-12-22,Deposit,565,Donations,25131,Deposit for Donations
2018-12-22,Deposit,3495,Sponsorship,9192,Deposit for Sponsorship
2018-12-22,Withdrawal,1655,Maintenance,24790,Withdrawal for Maintenance
2018-12-23,Withdrawal,274,Office Supplies,7296,Withdrawal for Office Supplies
2018-12-23,Withdrawal,2264,Marketing,13610,Withdrawal for Marketing
2018-12-27,Withdrawal,1622,Payroll,7570,Withdrawal for Payroll
2018-12-28,Withdrawal,2930,Utilities,8385,Withdrawal for Utilities
2019-01-03,Deposit,1157,Sales,9852,Deposit for Sales
2019-01-04,Deposit,4251,Sponsorship,17746,Deposit for Sponsorship
2019-01-06,Withdrawal,2878,Inventory,19784,Withdrawal for Inventory
2019-01-07,Withdrawal,1005,Travel,3995,Withdrawal for Travel
2019-01-08,Withdrawal,1493,Office Supplies,5694,Withdrawal for Office Supplies
2019-01-10,Deposit,4062,Donations,8866,Deposit for Donations
2019-01-12,Deposit,433,Donations,27101,Deposit for Donations
2019-01-12,Withdrawal,715,Inventory,17907,Withdrawal for Inventory
2019-01-12,Withdrawal,2666,Loan Payments,24435,Withdrawal for Loan Payments
2019-01-12,Deposit,3335,Sales,7261,Deposit for Sales
2019-01-14,Withdrawal,1047,Taxes,6214,Withdrawal for Taxes
2019-01-15,Deposit,1092,Sponsorship,10827,Deposit for Sponsorship
2019-01-15,Deposit,4127,Sales,22034,Deposit for Sales
2019-01-16,Deposit,121,Donations,7187,Deposit for Donations
2019-01-19,Deposit,3643,Donations,13495,Deposit for Donations
2019-01-19,Withdrawal,1162,Marketing,18622,Withdrawal for Marketing
2019-01-21,Deposit,4916,Donations,22662,Deposit for Donations
2019-01-23,Withdrawal,415,Travel,10412,Withdrawal for Travel
2019-01-23,Withdrawal,1431,Travel,7435,Withdrawal for Travel
2019-01-24,Withdrawal,1410,Memberships,4804,Withdrawal for Memberships
2019-01-24,Withdrawal,208,Maintenance,8695,Withdrawal for Maintenance
2019-01-25,Withdrawal,2244,Marketing,7066,Withdrawal for Marketing
2019-01-25,Deposit,1984,Sales,5979,Deposit for Sales
2019-01-26,Deposit,642,Sales,8903,Deposit for Sales
2019-01-26,Withdrawal,305,Insurance,21729,Withdrawal for Insurance
2019-01-26,Deposit,3331,Donations,9310,Deposit for Donations
2019-01-27,Deposit,2300,Sponsorship,9735,Deposit for Sponsorship
2019-01-27,Deposit,4939,Sponsorship,26668,Deposit for Sponsorship
2019-01-28,Withdrawal,2151,Loan Payments,8261,Withdrawal for Loan Payments
2019-01-28,Withdrawal,1768,Maintenance,3926,Withdrawal for Maintenance
2019-02-01,Withdrawal,1947,Office Supplies,3053,Withdrawal for Office Supplies
2019-02-01,Withdrawal,1668,Insurance,12,Withdrawal for Insurance
2019-02-01,Deposit,2688,Sponsorship,1680,Deposit for Sponsorship
2019-02-02,Withdrawal,905,Inventory,3131,Withdrawal for Inventory
2019-02-03,Withdrawal,2431,Travel,700,Withdrawal for Travel
2019-02-03,Deposit,4929,Donations,8296,Deposit for Donations
2019-02-03,Withdrawal,1033,Office Supplies,3367,Withdrawal for Office Supplies
2019-02-04,Withdrawal,1155,Taxes,131,Withdrawal for Taxes
2019-02-06,Deposit,2312,Donations,19796,Deposit for Donations
2019-02-08,Withdrawal,1509,Insurance,7872,Withdrawal for Insurance
2019-02-09,Deposit,240,Sponsorship,14700,Deposit for Sponsorship
2019-02-11,Deposit,586,Sponsorship,1286,Deposit for Sponsorship
2019-02-12,Withdrawal,2784,Payroll,269,Withdrawal for Payroll
2019-02-13,Withdrawal,764,Payroll,16685,Withdrawal for Payroll
2019-02-14,Deposit,4542,Sponsorship,3480,Deposit for Sponsorship
2019-02-14,Withdrawal,1331,Marketing,0,Withdrawal for Marketing
2019-02-16,Withdrawal,1320,Office Supplies,17250,Withdrawal for Office Supplies
2019-02-17,Deposit,556,Sales,4036,Deposit for Sales
2019-02-17,Deposit,4835,Sales,17484,Deposit for Sales
2019-02-17,Deposit,1085,Donations,9381,Deposit for Donations
2019-02-19,Deposit,2378,Donations,19496,Deposit for Donations
2019-02-19,Deposit,2418,Sales,17118,Deposit for Sales
2019-02-19,Deposit,4388,Sponsorship,4400,Deposit for Sponsorship
2019-02-20,Deposit,199,Donations,17449,Deposit for Donations
2019-02-23,Withdrawal,1295,Loan Payments,15390,Withdrawal for Loan Payments
2019-02-24,Deposit,3538,Sales,12649,Deposit for Sales
2019-02-24,Deposit,1239,Sales,9111,Deposit for Sales
2019-02-25,Withdrawal,1139,Maintenance,0,Withdrawal for Maintenance
2019-02-26,Withdrawal,1226,Office Supplies,18570,Withdrawal for Office Supplies
2019-02-28,Withdrawal,930,Professional Services,14460,Withdrawal for Professional Services
2019-03-01,Withdrawal,1162,Inventory,0,Withdrawal for Inventory
2019-03-02,Withdrawal,417,Professional Services,4753,Withdrawal for Professional Services
2019-03-02,Deposit,4453,Sponsorship,4741,Deposit for Sponsorship
2019-03-02,Withdrawal,2552,Loan Payments,3348,Withdrawal for Loan Payments
2019-03-03,Deposit,284,Donations,5284,Deposit for Donations
2019-03-03,Withdrawal,737,Inventory,4016,Withdrawal for Inventory
2019-03-04,Withdrawal,1966,Memberships,0,Withdrawal for Memberships
2019-03-04,Deposit,1504,Sponsorship,614,Deposit for Sponsorship
2019-03-04,Deposit,647,Sales,7921,Deposit for Sales
2019-03-06,Deposit,3104,Sponsorship,4472,Deposit for Sponsorship
2019-03-06,Withdrawal,1911,Memberships,288,Withdrawal for Memberships
2019-03-07,Withdrawal,1084,Travel,4200,Withdrawal for Travel
2019-03-07,Withdrawal,165,Memberships,3997,Withdrawal for Memberships
2019-03-09,Deposit,1884,Sponsorship,5900,Deposit for Sponsorship
2019-03-11,Withdrawal,1611,Taxes,0,Withdrawal for Taxes
2019-03-11,Deposit,239,Sponsorship,3305,Deposit for Sponsorship
2019-03-13,Deposit,4873,Sponsorship,3959,Deposit for Sponsorship
2019-03-14,Withdrawal,2229,Loan Payments,1076,Withdrawal for Loan Payments
2019-03-14,Withdrawal,2846,Loan Payments,30,Withdrawal for Loan Payments
2019-03-14,Withdrawal,1596,Insurance,2876,Withdrawal for Insurance
2019-03-17,Withdrawal,579,Payroll,4162,Withdrawal for Payroll
2019-03-19,Withdrawal,1134,Rent,3066,Withdrawal for Rent
2019-03-19,Deposit,2425,Sales,7274,Deposit for Sales
2019-03-19,Withdrawal,536,Utilities,248,Withdrawal for Utilities
2019-03-23,Withdrawal,3000,Marketing,2199,Withdrawal for Marketing
2019-03-25,Withdrawal,2751,Office Supplies,5170,Withdrawal for Office Supplies
2019-03-27,Deposit,4235,Sales,4849,Deposit for Sales
2019-03-28,Deposit,1240,Donations,5199,Deposit for Donations
2019-03-28,Withdrawal,2629,Professional Services,1368,Withdrawal for Professional Services
2019-03-28,Withdrawal,2564,Loan Payments,784,Withdrawal for Loan Payments
2019-04-01,Deposit,3102,Sales,9044,Deposit for Sales
2019-04-01,Deposit,555,Sales,6642,Deposit for Sales
2019-04-02,Deposit,2819,Sales,9893,Deposit for Sales
2019-04-03,Withdrawal,2432,Payroll,5241,Withdrawal for Payroll
2019-04-03,Withdrawal,1115,Office Supplies,6877,Withdrawal for Office Supplies
2019-04-03,Deposit,3172,Sponsorship,10049,Deposit for Sponsorship
2019-04-05,Withdrawal,1481,Utilities,6258,Withdrawal for Utilities
2019-04-05,Withdrawal,752,Payroll,5629,Withdrawal for Payroll
2019-04-06,Withdrawal,348,Inventory,5910,Withdrawal for Inventory
2019-04-06,Deposit,1444,Donations,7942,Deposit for Donations
2019-04-06,Withdrawal,1044,Marketing,2445,Withdrawal for Marketing
2019-04-07,Withdrawal,2248,Loan Payments,2752,Withdrawal for Loan Payments
2019-04-09,Withdrawal,171,Office Supplies,7992,Withdrawal for Office Supplies
2019-04-09,Deposit,2245,Donations,11665,Deposit for Donations
2019-04-11,Withdrawal,1986,Utilities,7739,Withdrawal for Utilities
2019-04-11,Withdrawal,2421,Travel,3489,Withdrawal for Travel
2019-04-13,Deposit,3629,Sales,6381,Deposit for Sales
2019-04-15,Withdrawal,2546,Rent,6498,Withdrawal for Rent
2019-04-15,Deposit,1501,Donations,13166,Deposit for Donations
2019-04-18,Withdrawal,868,Utilities,7074,Withdrawal for Utilities
2019-04-18,Withdrawal,1871,Memberships,8022,Withdrawal for Memberships
2019-04-20,Deposit,1031,Sales,7673,Deposit for Sales
2019-04-22,Deposit,2534,Sponsorship,8163,Deposit for Sponsorship
2019-04-23,Deposit,432,Sponsorship,6380,Deposit for Sponsorship
2019-04-24,Deposit,3497,Donations,5942,Deposit for Donations
2019-04-25,Withdrawal,1935,Insurance,6087,Withdrawal for Insurance
2019-04-25,Deposit,2424,Donations,7665,Deposit for Donations
2019-04-26,Withdrawal,1717,Taxes,5948,Withdrawal for Taxes
2019-04-27,Withdrawal,324,Taxes,9725,Withdrawal for Taxes
2019-04-27,Deposit,3040,Donations,9420,Deposit for Donations
2019-05-01,Withdrawal,1520,Insurance,32920,Withdrawal for Insurance
2019-05-02,Deposit,1746,Sales,23143,Deposit for Sales
2019-05-05,Withdrawal,1342,Loan Payments,20796,Withdrawal for Loan Payments
2019-05-05,Deposit,3819,Sales,36739,Deposit for Sales
2019-05-05,Deposit,3688,Donations,26831,Deposit for Donations
2019-05-06,Deposit,4806,Sales,31637,Deposit for Sales
2019-05-07,Withdrawal,408,Memberships,35743,Withdrawal for Memberships
2019-05-07,Deposit,2803,Sponsorship,34440,Deposit for Sponsorship
2019-05-07,Deposit,1153,Donations,22673,Deposit for Donations
2019-05-13,Deposit,4156,Donations,24311,Deposit for Donations
2019-05-14,Withdrawal,314,Marketing,21703,Withdrawal for Marketing
2019-05-15,Deposit,4247,Sales,20155,Deposit for Sales
2019-05-16,Withdrawal,2791,Marketing,21520,Withdrawal for Marketing
2019-05-17,Deposit,2249,Sponsorship,14791,Deposit for Sponsorship
2019-05-17,Deposit,2211,Sales,22017,Deposit for Sales
2019-05-18,Withdrawal,1485,Office Supplies,13714,Withdrawal for Office Supplies
2019-05-18,Deposit,601,Donations,21397,Deposit for Donations
2019-05-19,Withdrawal,2253,Taxes,32647,Withdrawal for Taxes
2019-05-20,Withdrawal,2867,Rent,19806,Withdrawal for Rent
2019-05-21,Withdrawal,388,Professional Services,14403,Withdrawal for Professional Services
2019-05-22,Deposit,833,Donations,11941,Deposit for Donations
2019-05-22,Deposit,435,Sponsorship,22138,Deposit for Sponsorship
2019-05-23,Deposit,2194,Sales,15908,Deposit for Sales
2019-05-25,Deposit,4686,Donations,9686,Deposit for Donations
2019-05-25,Withdrawal,843,Utilities,34900,Withdrawal for Utilities
2019-05-26,Withdrawal,481,Travel,13922,Withdrawal for Travel
2019-05-26,Withdrawal,588,Utilities,36151,Withdrawal for Utilities
2019-05-27,Withdrawal,2814,Maintenance,11108,Withdrawal for Maintenance
2019-05-28,Deposit,3258,Sponsorship,15199,Deposit for Sponsorship
2019-05-28,Deposit,2856,Donations,12542,Deposit for Donations
2019-06-01,Deposit,782,Sponsorship,8443,Deposit for Sponsorship
2019-06-03,Deposit,1803,Sales,5930,Deposit for Sales
2019-06-03,Deposit,2583,Sponsorship,11032,Deposit for Sponsorship
2019-06-03,Deposit,3409,Sponsorship,8449,Deposit for Sponsorship
2019-06-04,Withdrawal,2380,Loan Payments,6063,Withdrawal for Loan Payments
2019-06-05,Withdrawal,1532,Utilities,7829,Withdrawal for Utilities
2019-06-06,Withdrawal,873,Professional Services,4127,Withdrawal for Professional Services
2019-06-06,Deposit,1885,Sales,10711,Deposit for Sales
2019-06-06,Withdrawal,915,Taxes,5939,Withdrawal for Taxes
2019-06-07,Deposit,2201,Sponsorship,8826,Deposit for Sponsorship
2019-06-07,Withdrawal,1088,Maintenance,5353,Withdrawal for Maintenance
2019-06-07,Withdrawal,2701,Memberships,5040,Withdrawal for Memberships
2019-06-09,Withdrawal,217,Memberships,12320,Withdrawal for Memberships
2019-06-11,Withdrawal,1402,Travel,6168,Withdrawal for Travel
2019-06-12,Withdrawal,1141,Professional Services,12537,Withdrawal for Professional Services
2019-06-13,Deposit,4680,Sponsorship,8720,Deposit for Sponsorship
2019-06-14,Withdrawal,1977,Memberships,4191,Withdrawal for Memberships
2019-06-14,Withdrawal,2838,Loan Payments,8194,Withdrawal for Loan Payments
2019-06-16,Deposit,4902,Donations,13678,Deposit for Donations
2019-06-17,Deposit,3550,Sales,7741,Deposit for Sales
2019-06-18,Deposit,3422,Sponsorship,9361,Deposit for Sponsorship
2019-06-18,Withdrawal,670,Marketing,6854,Withdrawal for Marketing
2019-06-19,Deposit,1594,Sales,7524,Deposit for Sales
2019-06-21,Withdrawal,168,Marketing,7661,Withdrawal for Marketing
2019-06-23,Withdrawal,693,Travel,5370,Withdrawal for Travel
2019-06-23,Withdrawal,1150,Inventory,7570,Withdrawal for Inventory
2019-06-25,Withdrawal,1313,Marketing,4040,Withdrawal for Marketing
2019-06-25,Deposit,1071,Sponsorship,6441,Deposit for Sponsorship
2019-06-26,Withdrawal,1569,Rent,6625,Withdrawal for Rent
2019-06-27,Withdrawal,1935,Taxes,8776,Withdrawal for Taxes
2019-07-01,Withdrawal,1075,Taxes,36125,Withdrawal for Taxes
2019-07-01,Deposit,3859,Donations,13500,Deposit for Donations
2019-07-04,Deposit,3241,Donations,33476,Deposit for Donations
2019-07-04,Deposit,1869,Donations,30235,Deposit for Donations
2019-07-05,Withdrawal,1281,Insurance,32195,Withdrawal for Insurance
2019-07-06,Deposit,2060,Donations,36814,Deposit for Donations
2019-07-08,Deposit,4050,Sales,28366,Deposit for Sales
2019-07-08,Withdrawal,798,Taxes,20905,Withdrawal for Taxes
2019-07-10,Withdrawal,603,Utilities,5079,Withdrawal for Utilities
2019-07-11,Deposit,386,Donations,37200,Deposit for Donations
2019-07-11,Deposit,682,Donations,5682,Deposit for Donations
2019-07-11,Deposit,2559,Donations,34754,Deposit for Donations
2019-07-14,Deposit,4528,Sponsorship,21703,Deposit for Sponsorship
2019-07-14,Deposit,2152,Sponsorship,9641,Deposit for Sponsorship
2019-07-15,Deposit,820,Sales,5899,Deposit for Sales
2019-07-16,Deposit,1620,Donations,17175,Deposit for Donations
2019-07-17,Deposit,4296,Sponsorship,39896,Deposit for Sponsorship
2019-07-21,Withdrawal,2387,Loan Payments,36414,Withdrawal for Loan Payments
2019-07-21,Withdrawal,2644,Utilities,38459,Withdrawal for Utilities
2019-07-21,Deposit,223,Donations,15555,Deposit for Donations
2019-07-24,Withdrawal,525,Rent,35600,Withdrawal for Rent
2019-07-24,Withdrawal,2342,Insurance,39064,Withdrawal for Insurance
2019-07-25,Deposit,3500,Sponsorship,17000,Deposit for Sponsorship
2019-07-26,Withdrawal,2453,Professional Services,15332,Withdrawal for Professional Services
2019-07-26,Deposit,1510,Donations,41406,Deposit for Donations
2019-07-26,Deposit,342,Sales,38801,Deposit for Sales
2019-07-26,Deposit,1590,Sales,7489,Deposit for Sales
2019-07-27,Deposit,2039,Sponsorship,41103,Deposit for Sponsorship
2019-07-27,Deposit,3411,Sales,24316,Deposit for Sales
2019-07-28,Deposit,785,Sales,17785,Deposit for Sales
2019-08-01,Withdrawal,188,Memberships,23916,Withdrawal for Memberships
2019-08-03,Deposit,4403,Sponsorship,14531,Deposit for Sponsorship
2019-08-03,Deposit,705,Donations,10128,Deposit for Donations
2019-08-04,Deposit,248,Sales,7814,Deposit for Sales
2019-08-05,Withdrawal,351,Inventory,23565,Withdrawal for Inventory
2019-08-06,Withdrawal,461,Marketing,7353,Withdrawal for Marketing
2019-08-06,Deposit,2566,Sales,7566,Deposit for Sales
